submission_id,submission_delay_hours,revision_count
SUB006684,19,4
SUB006685,15,5
SUB006686,14,4
SUB006687,13,0
SUB006688,9,3
SUB006689,8,1
SUB006690,22,2
SUB006691,20,0
SUB006692,24,4
SUB006693,12,4
SUB006694,21,3
SUB006695,17,1
SUB006696,13,1
SUB006697,21,3
SUB006698,21,0
SUB006699,18,2
SUB006700,27,2
SUB006701,15,1
SUB006702,15,2
SUB006703,21,1
SUB006704,21,0
SUB006705,15,2
SUB006706,8,1
SUB006707,21,2
SUB006708,16,1
SUB006709,17,4
SUB006710,24,0
SUB006711,20,2
SUB006712,25,3
SUB006713,14,1
SUB006714,12,3
SUB006715,20,3
SUB006716,17,1
SUB006717,17,2
SUB006718,23,5
SUB006719,13,2
SUB006720,14,1
SUB006721,15,3
SUB006722,14,1
SUB006723,29,2
SUB006724,22,0
SUB006725,16,1
SUB006726,20,1
SUB006727,3,3
SUB006728,16,1
SUB006729,21,0
SUB006730,16,3
SUB006731,20,3
SUB006732,14,2
SUB006733,17,2
SUB006734,15,2
SUB006735,15,0
SUB006736,12,0
SUB006737,7,1
SUB006738,15,3
SUB006739,5,1
SUB006740,4,3
SUB006741,13,1
SUB006742,16,1
SUB006743,21,2
SUB006744,23,2
SUB006745,11,0
SUB006746,17,6
SUB006747,3,4
SUB006748,27,2
SUB006749,16,1
SUB006750,21,2
SUB006751,19,0
SUB006752,21,3
SUB006753,22,1
SUB006754,17,4
SUB006755,8,1
SUB006756,12,2
SUB006757,18,1
SUB006758,13,2
SUB006759,20,1
SUB006760,14,2
SUB006761,13,1
SUB006762,14,1
SUB006763,21,1
SUB006764,14,0
SUB006765,6,1
SUB006766,8,1
SUB006767,23,2
SUB006768,27,0
SUB006769,17,1
SUB006770,8,2
SUB006771,26,1
SUB006772,30,4
SUB006773,6,2
SUB006774,13,2
SUB006775,12,0
SUB006776,16,4
SUB006777,22,1
SUB006778,31,1
SUB006779,16,2
SUB006780,14,3
SUB006781,20,0
SUB006782,14,4
SUB006783,23,1
SUB006784,16,5
SUB006785,25,3
SUB006786,15,2
SUB006787,25,2
SUB006788,17,2
SUB006789,17,4
SUB006790,10,0
SUB006791,12,2
SUB006792,1,0
SUB006793,16,4
SUB006794,13,1
SUB006795,17,2
SUB006796,17,3
SUB006797,21,0
SUB006798,8,4
SUB006799,20,3
SUB006800,17,1
SUB006801,6,3
SUB006802,-3,3
SUB006803,9,3
SUB006804,27,3
SUB006805,14,0
SUB006806,15,4
SUB006807,15,0
SUB006808,10,7
SUB006809,26,3
SUB006810,13,2
SUB006811,15,2
SUB006812,11,5
SUB006813,11,2
SUB006814,13,1
SUB006815,25,5
SUB006816,16,2
SUB006817,17,2
SUB006818,12,2
SUB006819,17,2
SUB006820,13,1
SUB006821,14,1
SUB006822,20,2
SUB006823,18,1
SUB006824,27,3
SUB006825,16,3
SUB006826,12,1
SUB006827,13,3
SUB006828,19,2
SUB006829,9,1
SUB006830,18,2
SUB006831,-2,2
SUB006832,23,2
SUB006833,18,2
SUB006834,7,2
SUB006835,12,0
SUB006836,15,3
SUB006837,13,3
SUB006838,10,3
SUB006839,10,2
SUB006840,4,2
SUB006841,10,0
SUB006842,2,1
SUB006843,-3,2
SUB006844,12,2
SUB006845,3,3
SUB006846,3,1
SUB006847,5,2
SUB006848,14,6
SUB006849,13,1
SUB006850,10,0
SUB006851,6,3
SUB006852,0,0
SUB006853,4,1
SUB006854,2,4
SUB006855,13,2
SUB006856,-2,3
SUB006857,4,3
SUB006858,0,1
SUB006859,5,0
SUB006860,5,1
SUB006861,3,1
SUB006862,3,1
SUB006863,5,2
SUB006864,13,3
SUB006865,-1,3
SUB006866,10,3
SUB006867,5,3
SUB006868,1,2
SUB006869,9,4
SUB006870,2,4
SUB006871,1,3
SUB006872,3,1
SUB006873,1,4
SUB006874,5,4
SUB006875,8,2
SUB006876,0,3
SUB006877,2,0
SUB006878,2,0
SUB006879,9,2
SUB006880,5,1
SUB006881,14,1
SUB006882,3,2
SUB006883,0,1
SUB006884,4,1
SUB006885,5,4
SUB006886,-7,2
SUB006887,7,5
SUB006888,5,2
SUB006889,11,4
SUB006890,10,1
SUB006891,8,0
SUB006892,11,3
SUB006893,-2,5
SUB006894,-2,3
SUB006895,4,1
SUB006896,2,1
SUB006897,-7,3
SUB006898,3,3
SUB006899,14,2
SUB006900,30,1
SUB006901,24,0
SUB006902,23,0
SUB006903,21,1
SUB006904,10,2
SUB006905,16,2
SUB006906,25,3
SUB006907,28,2
SUB006908,16,2
SUB006909,19,1
SUB006910,20,4
SUB006911,25,2
SUB006912,12,2
SUB006913,18,3
SUB006914,26,0
SUB006915,20,2
SUB006916,11,3
SUB006917,23,2
SUB006918,21,4
SUB006919,16,3
SUB006920,18,3
SUB006921,19,2
SUB006922,15,3
SUB006923,23,0
SUB006924,21,5
SUB006925,15,2
SUB006926,18,1
SUB006927,14,3
SUB006928,17,1
SUB006929,10,0
SUB006930,16,2
SUB006931,26,3
SUB006932,14,2
SUB006933,16,3
SUB006934,26,3
SUB006935,13,1
SUB006936,18,0
SUB006937,32,3
SUB006938,19,2
SUB006939,15,2
SUB006940,19,1
SUB006941,19,1
SUB006942,20,2
SUB006943,24,4
SUB006944,17,4
SUB006945,19,3
SUB006946,29,1
SUB006947,32,3
SUB006948,20,2
SUB006949,24,4
SUB006950,24,0
SUB006951,15,3
SUB006952,18,3
SUB006953,22,4
SUB006954,27,2
SUB006955,18,2
SUB006956,13,1
SUB006957,27,3
SUB006958,18,3
SUB006959,12,1
SUB006960,2,2
SUB006961,3,2
SUB006962,5,6
SUB006963,6,2
SUB006964,-7,4
SUB006965,2,0
SUB006966,3,5
SUB006967,13,0
SUB006968,6,0
SUB006969,4,2
SUB006970,17,6
SUB006971,14,3
SUB006972,8,2
SUB006973,10,1
SUB006974,10,2
SUB006975,6,3
SUB006976,6,1
SUB006977,4,2
SUB006978,8,4
SUB006979,18,2
SUB006980,15,5
SUB006981,9,1
SUB006982,3,0
SUB006983,13,2
SUB006984,8,0
SUB006985,7,2
SUB006986,18,5
SUB006987,-1,5
SUB006988,25,4
SUB006989,16,4
SUB006990,2,1
SUB006991,-1,1
SUB006992,0,0
SUB006993,12,1
SUB006994,7,4
SUB006995,5,3
SUB006996,5,4
SUB006997,-1,1
SUB006998,8,1
SUB006999,9,4
SUB007000,12,1
SUB007001,13,0
SUB007002,6,2
SUB007003,10,3
SUB007004,1,4
SUB007005,2,5
SUB007006,16,1
SUB007007,20,0
SUB007008,0,2
SUB007009,-4,2
SUB007010,16,3
SUB007011,12,6
SUB007012,10,0
SUB007013,12,2
SUB007014,7,3
SUB007015,5,3
SUB007016,22,2
SUB007017,7,1
SUB007018,15,2
SUB007019,19,4
SUB007020,20,2
SUB007021,27,2
SUB007022,20,1
SUB007023,20,2
SUB007024,20,0
SUB007025,19,2
SUB007026,19,3
SUB007027,26,1
SUB007028,14,2
SUB007029,23,1
SUB007030,26,2
SUB007031,12,1
SUB007032,28,1
SUB007033,16,3
SUB007034,10,2
SUB007035,21,1
SUB007036,24,2
SUB007037,11,1
SUB007038,26,4
SUB007039,14,1
SUB007040,7,1
SUB007041,22,2
SUB007042,13,2
SUB007043,27,1
SUB007044,24,2
SUB007045,22,4
SUB007046,22,0
SUB007047,18,2
SUB007048,8,3
SUB007049,31,1
SUB007050,12,1
SUB007051,17,0
SUB007052,12,4
SUB007053,9,4
SUB007054,15,2
SUB007055,20,1
SUB007056,12,1
SUB007057,23,1
SUB007058,23,4
SUB007059,20,3
SUB007060,22,1
SUB007061,19,4
SUB007062,17,1
SUB007063,28,2
SUB007064,16,3
SUB007065,15,3
SUB007066,9,1
SUB007067,19,2
SUB007068,27,1
SUB007069,24,1
SUB007070,9,2
SUB007071,17,1
SUB007072,22,2
SUB007073,15,1
SUB007074,19,0
SUB007075,10,1
SUB007076,18,2
SUB007077,17,2
SUB007078,19,0
SUB007079,16,0
SUB007080,15,1
SUB007081,25,0
SUB007082,29,2
SUB007083,16,4
SUB007084,32,3
SUB007085,5,5
SUB007086,22,3
SUB007087,7,6
SUB007088,19,2
SUB007089,18,1
SUB007090,19,2
SUB007091,16,4
SUB007092,13,1
SUB007093,24,3
SUB007094,20,2
SUB007095,21,0
SUB007096,15,2
SUB007097,17,3
SUB007098,26,2
SUB007099,21,2
SUB007100,21,1
SUB007101,8,6
SUB007102,12,1
SUB007103,18,4
SUB007104,15,3
SUB007105,22,2
SUB007106,21,5
SUB007107,16,5
SUB007108,16,2
SUB007109,24,2
SUB007110,16,2
SUB007111,25,2
SUB007112,25,1
SUB007113,17,2
SUB007114,19,3
SUB007115,24,1
SUB007116,31,1
SUB007117,27,1
SUB007118,19,1
SUB007119,13,3
SUB007120,23,4
SUB007121,18,4
SUB007122,21,0
SUB007123,25,0
SUB007124,17,4
SUB007125,12,5
SUB007126,4,1
SUB007127,14,4
SUB007128,12,2
SUB007129,13,1
SUB007130,16,1
SUB007131,23,2
SUB007132,13,1
SUB007133,19,2
SUB007134,9,1
SUB007135,8,1
SUB007136,19,1
SUB007137,23,2
SUB007138,13,2
SUB007139,18,6
SUB007140,8,2
SUB007141,16,6
SUB007142,14,3
SUB007143,14,1
SUB007144,9,3
SUB007145,19,4
SUB007146,6,2
SUB007147,19,2
SUB007148,12,3
SUB007149,13,3
SUB007150,8,3
SUB007151,3,0
SUB007152,27,1
SUB007153,12,2
SUB007154,12,1
SUB007155,5,4
SUB007156,4,2
SUB007157,15,2
SUB007158,0,2
SUB007159,10,1
SUB007160,22,0
SUB007161,19,3
SUB007162,17,7
SUB007163,18,0
SUB007164,18,1
SUB007165,9,1
SUB007166,10,2
SUB007167,3,4
SUB007168,6,3
SUB007169,10,2
SUB007170,11,3
SUB007171,10,2
SUB007172,18,3
SUB007173,10,1
SUB007174,15,1
SUB007175,20,1
SUB007176,7,2
SUB007177,-4,1
SUB007178,0,2
SUB007179,5,0
SUB007180,14,3
SUB007181,9,3
SUB007182,0,4
SUB007183,0,3
SUB007184,11,0
SUB007185,9,4
SUB007186,14,1
SUB007187,12,3
SUB007188,8,0
SUB007189,18,1
SUB007190,12,3
SUB007191,15,1
SUB007192,5,1
SUB007193,17,3
SUB007194,10,2
SUB007195,1,1
SUB007196,4,0
SUB007197,13,3
SUB007198,7,0
SUB007199,24,0
SUB007200,6,2
SUB007201,18,1
SUB007202,23,2
SUB007203,23,2
SUB007204,19,1
SUB007205,20,1
SUB007206,22,2
SUB007207,26,3
SUB007208,26,2
SUB007209,33,1
SUB007210,15,1
SUB007211,17,2
SUB007212,17,3
SUB007213,20,0
SUB007214,23,4
SUB007215,17,1
SUB007216,36,0
SUB007217,20,1
SUB007218,29,1
SUB007219,33,3
SUB007220,30,5
SUB007221,28,0
SUB007222,19,7
SUB007223,23,2
SUB007224,15,0
SUB007225,17,1
SUB007226,18,1
SUB007227,22,0
SUB007228,15,0
SUB007229,21,3
SUB007230,32,2
SUB007231,26,2
SUB007232,18,2
SUB007233,16,2
SUB007234,13,0
SUB007235,22,0
SUB007236,18,3
SUB007237,21,3
SUB007238,20,4
SUB007239,16,1
SUB007240,19,0
SUB007241,16,3
SUB007242,23,2
SUB007243,24,1
SUB007244,7,3
SUB007245,18,1
SUB007246,36,2
SUB007247,21,2
SUB007248,23,1
SUB007249,26,2
SUB007250,14,0
SUB007251,31,3
SUB007252,24,1
SUB007253,21,3
SUB007254,21,1
SUB007255,28,2
SUB007256,29,1
SUB007257,28,1
SUB007258,27,5
SUB007259,13,2
SUB007260,23,2
SUB007261,10,2
SUB007262,18,1
SUB007263,14,3
SUB007264,7,1
SUB007265,12,3
SUB007266,18,2
SUB007267,9,3
SUB007268,17,6
SUB007269,10,1
SUB007270,15,2
SUB007271,22,1
SUB007272,20,2
SUB007273,9,1
SUB007274,16,3
SUB007275,11,0
SUB007276,8,0
SUB007277,15,3
SUB007278,12,1
SUB007279,10,1
SUB007280,18,1
SUB007281,20,3
SUB007282,17,0
SUB007283,13,1
SUB007284,18,3
SUB007285,18,1
SUB007286,10,0
SUB007287,9,0
SUB007288,13,3
SUB007289,16,2
SUB007290,8,2
SUB007291,13,6
SUB007292,4,4
SUB007293,15,2
SUB007294,13,2
SUB007295,13,3
SUB007296,28,1
SUB007297,27,4
SUB007298,23,1
SUB007299,8,4
SUB007300,19,1
SUB007301,10,2
SUB007302,7,2
SUB007303,25,1
SUB007304,11,0
SUB007305,16,2
SUB007306,21,1
SUB007307,3,4
SUB007308,21,2
SUB007309,9,2
SUB007310,20,2
SUB007311,11,2
SUB007312,13,2
SUB007313,28,0
SUB007314,10,2
SUB007315,12,3
SUB007316,20,0
SUB007317,17,1
SUB007318,17,3
SUB007319,7,4
SUB007320,12,0
SUB007321,23,2
SUB007322,17,4
SUB007323,14,1
SUB007324,23,1
SUB007325,13,2
SUB007326,13,3
SUB007327,6,3
SUB007328,16,3
SUB007329,21,2
SUB007330,12,4
SUB007331,14,2
SUB007332,24,1
SUB007333,15,1
SUB007334,8,1
SUB007335,3,3
SUB007336,17,2
SUB007337,22,1
SUB007338,24,2
SUB007339,16,5
SUB007340,11,3
SUB007341,15,3
SUB007342,12,1
SUB007343,10,4
SUB007344,15,3
SUB007345,28,0
SUB007346,4,2
SUB007347,10,4
SUB007348,20,0
SUB007349,27,3
SUB007350,21,1
SUB007351,10,2
SUB007352,13,5
SUB007353,12,1
SUB007354,19,2
SUB007355,23,1
SUB007356,10,6
SUB007357,24,4
SUB007358,14,1
SUB007359,12,2
SUB007360,17,1
SUB007361,11,2
SUB007362,9,2
SUB007363,12,2
SUB007364,9,4
SUB007365,27,3
SUB007366,20,3
SUB007367,13,2
SUB007368,13,1
SUB007369,13,3
SUB007370,10,4
SUB007371,15,2
SUB007372,24,0
SUB007373,16,1
SUB007374,13,2
SUB007375,12,0
SUB007376,4,2
SUB007377,23,2
SUB007378,25,2
SUB007379,21,2
SUB007380,11,4
SUB007381,19,2
SUB007382,9,5
SUB007383,13,1
SUB007384,9,3
SUB007385,19,2
SUB007386,11,2
SUB007387,5,1
SUB007388,16,4
SUB007389,12,2
SUB007390,14,2
SUB007391,16,3
SUB007392,18,2
SUB007393,21,4
SUB007394,9,1
SUB007395,11,1
SUB007396,9,0
SUB007397,10,1
SUB007398,17,3
SUB007399,9,3
SUB007400,7,2
SUB007401,11,0
SUB007402,15,4
SUB007403,13,1
SUB007404,12,1
SUB007405,21,1
SUB007406,10,1
SUB007407,8,2
SUB007408,13,3
SUB007409,14,3
SUB007410,25,0
SUB007411,16,3
SUB007412,9,3
SUB007413,5,3
SUB007414,16,1
SUB007415,24,4
SUB007416,11,1
SUB007417,16,5
SUB007418,17,3
SUB007419,19,1
SUB007420,11,5
SUB007421,15,1
SUB007422,8,1
SUB007423,13,1
SUB007424,22,2
SUB007425,15,2
SUB007426,9,2
SUB007427,7,1
SUB007428,5,0
SUB007429,13,0
SUB007430,3,1
SUB007431,11,4
SUB007432,9,2
SUB007433,15,3
SUB007434,4,3
SUB007435,16,2
SUB007436,22,2
SUB007437,26,2
SUB007438,15,4
SUB007439,25,1
SUB007440,8,1
SUB007441,5,4
SUB007442,16,3
SUB007443,4,2
SUB007444,2,1
SUB007445,7,3
SUB007446,5,4
SUB007447,2,2
SUB007448,11,1
SUB007449,-2,2
SUB007450,-2,1
SUB007451,17,0
SUB007452,7,2
SUB007453,10,3
SUB007454,9,3
SUB007455,6,0
SUB007456,-6,5
SUB007457,6,2
SUB007458,-8,0
SUB007459,4,0
SUB007460,19,1
SUB007461,8,3
SUB007462,0,1
SUB007463,0,0
SUB007464,1,1
SUB007465,-2,0
SUB007466,0,1
SUB007467,19,1
SUB007468,-6,0
SUB007469,9,2
SUB007470,-3,4
SUB007471,3,2
SUB007472,8,1
SUB007473,14,1
SUB007474,-3,3
SUB007475,-5,0
SUB007476,5,2
SUB007477,3,0
SUB007478,8,2
SUB007479,2,1
SUB007480,18,1
SUB007481,0,2
SUB007482,4,4
SUB007483,14,1
SUB007484,6,1
SUB007485,13,0
SUB007486,11,3
SUB007487,3,3
SUB007488,0,1
SUB007489,0,1
SUB007490,10,3
SUB007491,4,1
SUB007492,-1,4
SUB007493,2,2
SUB007494,4,5
SUB007495,9,1
SUB007496,14,1
SUB007497,3,2
SUB007498,0,1
SUB007499,1,3
SUB007500,17,0
SUB007501,1,4
SUB007502,10,0
SUB007503,8,3
SUB007504,12,1
SUB007505,12,2
SUB007506,13,2
SUB007507,14,2
SUB007508,2,0
SUB007509,13,1
SUB007510,0,2
SUB007511,6,1
SUB007512,9,4
SUB007513,9,1
SUB007514,4,3
SUB007515,2,0
SUB007516,-2,1
SUB007517,4,3
SUB007518,6,2
SUB007519,11,2
SUB007520,6,2
SUB007521,9,4
SUB007522,6,1
SUB007523,7,2
SUB007524,12,0
SUB007525,2,0
SUB007526,12,0
SUB007527,13,2
SUB007528,9,4
SUB007529,13,1
SUB007530,6,0
SUB007531,9,2
SUB007532,6,1
SUB007533,-3,0
SUB007534,5,2
SUB007535,7,1
SUB007536,10,1
SUB007537,14,1
SUB007538,5,3
SUB007539,9,0
SUB007540,11,2
SUB007541,13,4
SUB007542,17,3
SUB007543,5,4
SUB007544,10,1
SUB007545,17,1
SUB007546,6,2
SUB007547,5,0
SUB007548,-2,3
SUB007549,8,2
SUB007550,7,1
SUB007551,17,0
SUB007552,8,2
SUB007553,2,1
SUB007554,2,3
SUB007555,4,0
SUB007556,13,2
SUB007557,3,2
SUB007558,8,3
SUB007559,0,2
SUB007560,15,1
SUB007561,19,1
SUB007562,11,2
SUB007563,23,0
SUB007564,9,1
SUB007565,10,1
SUB007566,20,1
SUB007567,17,1
SUB007568,9,1
SUB007569,14,2
SUB007570,24,1
SUB007571,27,1
SUB007572,22,2
SUB007573,17,0
SUB007574,17,3
SUB007575,21,3
SUB007576,13,7
SUB007577,16,1
SUB007578,19,2
SUB007579,17,2
SUB007580,16,2
SUB007581,25,2
SUB007582,17,3
SUB007583,20,2
SUB007584,9,1
SUB007585,6,5
SUB007586,25,2
SUB007587,18,5
SUB007588,16,4
SUB007589,-1,5
SUB007590,22,3
SUB007591,9,2
SUB007592,18,6
SUB007593,10,2
SUB007594,17,1
SUB007595,12,3
SUB007596,26,3
SUB007597,13,1
SUB007598,24,4
SUB007599,18,2
SUB007600,30,2
SUB007601,18,1
SUB007602,10,5
SUB007603,19,3
SUB007604,14,1
SUB007605,28,3
SUB007606,24,3
SUB007607,12,2
SUB007608,17,3
SUB007609,20,1
SUB007610,14,2
SUB007611,18,0
SUB007612,18,3
SUB007613,19,3
SUB007614,18,2
SUB007615,19,0
SUB007616,26,4
SUB007617,15,2
SUB007618,15,2
SUB007619,14,2
SUB007620,6,2
SUB007621,3,1
SUB007622,10,2
SUB007623,9,0
SUB007624,8,1
SUB007625,10,2
SUB007626,2,3
SUB007627,6,1
SUB007628,6,1
SUB007629,2,2
SUB007630,17,1
SUB007631,-4,2
SUB007632,13,4
SUB007633,4,2
SUB007634,1,3
SUB007635,2,0
SUB007636,-4,1
SUB007637,-4,2
SUB007638,1,0
SUB007639,10,2
SUB007640,3,0
SUB007641,10,3
SUB007642,1,1
SUB007643,1,6
SUB007644,6,4
SUB007645,10,3
SUB007646,2,1
SUB007647,8,0
SUB007648,4,2
SUB007649,8,2
SUB007650,6,3
SUB007651,11,3
SUB007652,5,1
SUB007653,5,3
SUB007654,6,1
SUB007655,-2,3
SUB007656,4,3
SUB007657,10,1
SUB007658,0,3
SUB007659,10,0
SUB007660,17,2
SUB007661,0,6
SUB007662,10,1
SUB007663,13,2
SUB007664,2,1
SUB007665,13,2
SUB007666,15,2
SUB007667,5,2
SUB007668,12,2
SUB007669,3,4
SUB007670,13,2
SUB007671,6,2
SUB007672,8,2
SUB007673,6,3
SUB007674,7,2
SUB007675,3,1
SUB007676,8,3
SUB007677,-1,4
SUB007678,5,1
SUB007679,5,0
SUB007680,26,2
SUB007681,17,0
SUB007682,33,1
SUB007683,25,1
SUB007684,2,3
SUB007685,9,2
SUB007686,15,2
SUB007687,21,2
SUB007688,22,0
SUB007689,24,5
SUB007690,21,6
SUB007691,25,4
SUB007692,19,3
SUB007693,23,1
SUB007694,13,1
SUB007695,26,3
SUB007696,16,3
SUB007697,28,3
SUB007698,15,0
SUB007699,30,0
SUB007700,29,2
SUB007701,18,1
SUB007702,22,1
SUB007703,19,4
SUB007704,20,2
SUB007705,19,4
SUB007706,31,3
SUB007707,24,1
SUB007708,19,3
SUB007709,14,0
SUB007710,25,1
SUB007711,27,4
SUB007712,4,1
SUB007713,5,2
SUB007714,14,1
SUB007715,0,7
SUB007716,23,1
SUB007717,19,2
SUB007718,22,5
SUB007719,22,1
SUB007720,19,1
SUB007721,12,1
SUB007722,18,3
SUB007723,27,2
SUB007724,21,0
SUB007725,22,0
SUB007726,14,0
SUB007727,28,1
SUB007728,25,0
SUB007729,27,0
SUB007730,31,4
SUB007731,2,1
SUB007732,16,1
SUB007733,33,2
SUB007734,18,4
SUB007735,23,4
SUB007736,22,3
SUB007737,28,2
SUB007738,23,0
SUB007739,14,1
SUB007740,20,2
SUB007741,23,6
SUB007742,16,1
SUB007743,20,3
SUB007744,7,3
SUB007745,2,1
SUB007746,10,1
SUB007747,16,2
SUB007748,7,1
SUB007749,16,3
SUB007750,28,0
SUB007751,9,1
SUB007752,19,0
SUB007753,15,1
SUB007754,13,3
SUB007755,18,4
SUB007756,8,0
SUB007757,7,2
SUB007758,13,1
SUB007759,15,3
SUB007760,9,1
SUB007761,7,1
SUB007762,18,3
SUB007763,11,2
SUB007764,13,3
SUB007765,16,5
SUB007766,14,1
SUB007767,13,2
SUB007768,18,0
SUB007769,33,2
SUB007770,22,4
SUB007771,18,3
SUB007772,12,3
SUB007773,5,0
SUB007774,13,0
SUB007775,19,0
SUB007776,26,0
SUB007777,20,0
SUB007778,11,2
SUB007779,13,1
SUB007780,21,1
SUB007781,15,0
SUB007782,15,3
SUB007783,28,1
SUB007784,10,2
SUB007785,15,0
SUB007786,13,2
SUB007787,14,1
SUB007788,23,2
SUB007789,16,0
SUB007790,15,4
SUB007791,23,1
SUB007792,8,1
SUB007793,10,4
SUB007794,13,5
SUB007795,11,1
SUB007796,11,1
SUB007797,7,4
SUB007798,13,2
SUB007799,23,0
SUB007800,30,4
SUB007801,14,1
SUB007802,25,2
SUB007803,24,3
SUB007804,29,3
SUB007805,23,1
SUB007806,22,1
SUB007807,26,1
SUB007808,26,1
SUB007809,24,1
SUB007810,13,2
SUB007811,26,0
SUB007812,21,0
SUB007813,23,2
SUB007814,30,2
SUB007815,35,2
SUB007816,17,2
SUB007817,20,0
SUB007818,34,4
SUB007819,20,0
SUB007820,25,4
SUB007821,16,3
SUB007822,27,1
SUB007823,26,1
SUB007824,17,2
SUB007825,19,1
SUB007826,23,3
SUB007827,21,1
SUB007828,15,2
SUB007829,20,4
SUB007830,19,2
SUB007831,26,1
SUB007832,19,3
SUB007833,34,1
SUB007834,31,4
SUB007835,19,1
SUB007836,11,1
SUB007837,22,2
SUB007838,23,6
SUB007839,27,1
SUB007840,16,2
SUB007841,29,3
SUB007842,22,3
SUB007843,18,1
SUB007844,21,3
SUB007845,26,4
SUB007846,29,0
SUB007847,14,0
SUB007848,23,1
SUB007849,14,2
SUB007850,10,4
SUB007851,29,5
SUB007852,16,4
SUB007853,31,3
SUB007854,30,2
SUB007855,23,4
SUB007856,25,6
SUB007857,25,2
SUB007858,27,2
SUB007859,21,5
SUB007860,9,1
SUB007861,27,1
SUB007862,16,3
SUB007863,10,0
SUB007864,17,5
SUB007865,11,1
SUB007866,14,5
SUB007867,27,4
SUB007868,11,3
SUB007869,18,4
SUB007870,6,4
SUB007871,7,1
SUB007872,31,1
SUB007873,16,1
SUB007874,8,3
SUB007875,12,0
SUB007876,13,3
SUB007877,3,3
SUB007878,11,2
SUB007879,25,1
SUB007880,16,2
SUB007881,3,2
SUB007882,19,1
SUB007883,18,5
SUB007884,14,3
SUB007885,13,2
SUB007886,23,0
SUB007887,7,2
SUB007888,13,2
SUB007889,21,1
SUB007890,6,2
SUB007891,27,3
SUB007892,17,2
SUB007893,18,4
SUB007894,30,1
SUB007895,11,3
SUB007896,12,3
SUB007897,15,0
SUB007898,11,0
SUB007899,19,1
SUB007900,18,0
SUB007901,10,1
SUB007902,9,2
SUB007903,17,0
SUB007904,11,3
SUB007905,4,2
SUB007906,15,1
SUB007907,20,2
SUB007908,15,1
SUB007909,17,1
SUB007910,17,1
SUB007911,9,1
SUB007912,12,2
SUB007913,22,1
SUB007914,6,1
SUB007915,8,1
SUB007916,16,3
SUB007917,3,1
SUB007918,7,2
SUB007919,19,2
SUB007920,19,0
SUB007921,27,2
SUB007922,15,2
SUB007923,11,0
SUB007924,10,3
SUB007925,13,1
SUB007926,13,1
SUB007927,22,2
SUB007928,17,1
SUB007929,14,4
SUB007930,15,1
SUB007931,16,3
SUB007932,17,2
SUB007933,33,1
SUB007934,12,2
SUB007935,9,5
SUB007936,9,2
SUB007937,10,1
SUB007938,19,5
SUB007939,23,0
SUB007940,16,1
SUB007941,16,0
SUB007942,16,2
SUB007943,8,1
SUB007944,18,0
SUB007945,19,2
SUB007946,17,2
SUB007947,6,2
SUB007948,13,0
SUB007949,21,1
SUB007950,13,4
SUB007951,14,0
SUB007952,11,2
SUB007953,6,2
SUB007954,22,3
SUB007955,20,3
SUB007956,12,7
SUB007957,14,4
SUB007958,18,4
SUB007959,15,1
SUB007960,24,0
SUB007961,12,0
SUB007962,11,3
SUB007963,13,1
SUB007964,16,0
SUB007965,18,3
SUB007966,13,1
SUB007967,5,3
SUB007968,20,1
SUB007969,16,2
SUB007970,17,1
SUB007971,12,2
SUB007972,13,3
SUB007973,25,2
SUB007974,13,3
SUB007975,22,0
SUB007976,17,3
SUB007977,20,2
SUB007978,12,0
SUB007979,14,4
SUB007980,6,5
SUB007981,16,1
SUB007982,7,2
SUB007983,14,0
SUB007984,3,0
SUB007985,8,2
SUB007986,11,2
SUB007987,7,1
SUB007988,6,4
SUB007989,9,1
SUB007990,15,0
SUB007991,12,0
SUB007992,15,1
SUB007993,23,3
SUB007994,-2,2
SUB007995,9,0
SUB007996,16,2
SUB007997,4,2
SUB007998,7,6
SUB007999,7,3
SUB008000,10,3
SUB008001,2,4
SUB008002,11,3
SUB008003,5,1
SUB008004,7,2
SUB008005,0,2
SUB008006,13,5
SUB008007,8,2
SUB008008,6,2
SUB008009,-5,0
SUB008010,5,1
SUB008011,14,3
SUB008012,9,1
SUB008013,9,2
SUB008014,7,0
SUB008015,7,4
SUB008016,4,3
SUB008017,8,2
SUB008018,9,1
SUB008019,11,3
SUB008020,15,3
SUB008021,6,3
SUB008022,14,4
SUB008023,9,2
SUB008024,17,2
SUB008025,9,3
SUB008026,17,1
SUB008027,10,1
SUB008028,2,3
SUB008029,12,2
SUB008030,17,2
SUB008031,0,1
SUB008032,26,2
SUB008033,12,1
SUB008034,13,4
SUB008035,11,2
SUB008036,-1,1
SUB008037,3,4
SUB008038,12,2
SUB008039,11,5
SUB008040,16,2
SUB008041,6,3
SUB008042,16,1
SUB008043,19,4
SUB008044,6,2
SUB008045,11,2
SUB008046,12,1
SUB008047,17,3
SUB008048,13,1
SUB008049,17,1
SUB008050,23,3
SUB008051,22,4
SUB008052,21,4
SUB008053,26,2
SUB008054,16,3
SUB008055,13,1
SUB008056,16,1
SUB008057,17,3
SUB008058,25,2
SUB008059,20,1
SUB008060,13,3
SUB008061,20,1
SUB008062,0,1
SUB008063,20,3
SUB008064,18,5
SUB008065,13,2
SUB008066,14,3
SUB008067,19,1
SUB008068,23,4
SUB008069,23,1
SUB008070,9,3
SUB008071,12,4
SUB008072,31,1
SUB008073,15,3
SUB008074,12,1
SUB008075,21,0
SUB008076,15,3
SUB008077,-1,2
